week_start,restaurant_id,revenue,expenses,profit,total_sold,n_menu_items,has_promotion,special_event,n_active_days,margin_pct,week_of_year,month,quarter,week_sin,week_cos,month_sin,month_cos,revenue_lag_1w,expenses_lag_1w,profit_lag_1w,revenue_lag_2w,expenses_lag_2w,profit_lag_2w,revenue_lag_4w,expenses_lag_4w,profit_lag_4w,revenue_lag_8w,expenses_lag_8w,profit_lag_8w,sold_lag_1w,sold_lag_4w,revenue_roll4w,expenses_roll4w,profit_roll4w,revenue_roll8w,expenses_roll8w,profit_roll8w,revenue_roll12w,expenses_roll12w,profit_roll12w,sold_roll4w,revenue_std4w,expenses_std4w,profit_std4w,revenue_trend,expenses_trend,profit_trend,revenue_lag_52w,profit_lag_52w,avg_price_lag1,margin_lag1,margin_roll4,promo_x_revenue,event_x_revenue,days_active_lag1,restaurant_type_Cafe,restaurant_type_Casual Dining,restaurant_type_Fine Dining,restaurant_type_Food Stall,restaurant_type_Kopitiam
2024-12-30,10,2556.4,462.0,2094.4,385,1,0,0,1,0.8192771084337349,1,12,4,0.12053668025532305,0.992708874098054,-2.4492935982947064e-16,1.0,6745.26,1445.0,5300.26,16864.7,2344.8,14519.900000000001,9939.769999999999,1472.5,8467.27,15972.189999999999,3235.0,12737.189999999999,578.0,573.0,15486.305000000004,2221.875000000001,13264.430000000002,17378.52875,2850.325,14528.20375,19132.68333333333,3184.9833333333336,15947.699999999999,699.75,9586.743422360218,1024.6185090884705,8571.304200937017,-3194.5099999999984,-27.5,-3167.01,,,11.649844559585492,0.7856590169960838,0.8564711549233387,0.0,0.0,1.0,0,0,1,0,0
2024-01-01,11,11255.19,3777.0,7478.19,1254,3,0,0,5,0.66442148022379,1,1,1,0.12053668025532305,0.992708874098054,0.49999999999999994,0.8660254037844387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0
2024-01-08,11,143.82,36.0,107.82,18,1,0,1,1,0.7496871088861077,2,1,1,0.23931566428755774,0.970941817426052,0.49999999999999994,0.8660254037844387,11255.19,3777.0,7478.19,,,,,,,,,,1254.0,,,,,,,,,,,,,,,,,,,,8.968278884462151,0.6643624530147412,,0.0,11255.19,5.0,0,0,0,1,0
2024-01-22,11,9425.36,2943.6,6481.76,1591,4,0,0,3,0.6876936265564392,4,1,1,0.4647231720437685,0.8854560256532099,0.49999999999999994,0.8660254037844387,143.82,36.0,107.82,11255.19,3777.0,7478.19,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,7.569473684210526,0.7445104267366386,,0.0,0.0,1.0,0,0,0,1,0
2024-01-29,11,9651.33,3344.7,6306.629999999999,2049,3,1,0,2,0.6534467270314038,5,1,1,0.5680647467311558,0.8229838658936564,0.49999999999999994,0.8660254037844387,9425.36,2943.6,6481.76,143.82,36.0,107.82,,,,,,,1591.0,,,,,,,,,,,,,,,,,,,,5.920452261306533,0.6876206722425199,,9425.36,0.0,3.0,0,0,0,1,0
2024-02-05,11,3956.2,1691.1999999999998,2265.0,604,1,1,0,1,0.5725190839694657,6,2,1,0.6631226582407952,0.7485107481711011,0.8660254037844386,0.5000000000000001,9651.33,3344.7,6306.629999999999,9425.36,2943.6,6481.76,11255.19,3777.0,7478.19,,,,2049.0,1254.0,7618.925000000004,2525.3250000000007,5093.599999999999,,,,,,,1228.0,5049.537780975697,1694.0836881630169,3363.663758612128,-1603.8600000000006,-432.3000000000002,-1171.5600000000004,,,4.7079658536585365,0.6533790286904819,0.6684580228808022,9651.33,0.0,2.0,0,0,0,1,0
2024-02-12,11,7031.389999999999,2292.7999999999997,4738.59,894,2,0,1,3,0.6739193815163148,7,2,1,0.7485107481711011,0.6631226582407953,0.8660254037844386,0.5000000000000001,3956.2,1691.1999999999998,2265.0,9651.33,3344.7,6306.629999999999,143.82,36.0,107.82,,,,604.0,18.0,5794.177500000004,2003.875000000001,3790.3025,,,,,,,1065.5,4595.933453423016,1488.9809073658457,3133.8513387883745,3812.3799999999997,1655.1999999999998,2157.18,,,6.539173553719008,0.5723744061457596,0.6540442462720075,0.0,3956.2,1.0,0,0,0,1,0
2024-02-19,11,9354.36,3514.5,5839.86,1447,3,1,0,3,0.6242928431234205,8,2,1,0.8229838658936564,0.5680647467311559,0.8660254037844386,0.5000000000000001,7031.389999999999,2292.7999999999997,4738.59,3956.2,1691.1999999999998,2265.0,9425.36,2943.6,6481.76,,,,894.0,1591.0,7516.070000000003,2568.0750000000007,4947.995,,,,,,,1284.5,2652.816911071634,727.7480121351591,1952.8301481441413,-2393.970000000001,-650.8000000000002,-1743.17,,,7.856301675977653,0.6738235507416398,0.6582345248880213,7031.389999999999,0.0,3.0,0,0,0,1,0
2024-02-26,11,12938.67,4174.1,8764.57,1337,3,0,0,4,0.6773934260631116,9,2,1,0.8854560256532099,0.4647231720437686,0.8660254037844386,0.5000000000000001,9354.36,3514.5,5839.86,7031.389999999999,2292.7999999999997,4738.59,9651.33,3344.7,6306.629999999999,,,,1447.0,2049.0,7498.320000000003,2710.8000000000006,4787.52,,,,,,,1248.5,2635.96751756687,868.3453729171785,1805.6038660239603,-296.96999999999935,169.80000000000018,-466.7699999999995,,,6.460193370165746,0.6242261120897539,0.6383938810452146,0.0,0.0,3.0,0,0,0,1,0
2024-03-04,11,4472.11,1382.8999999999999,3089.21,469,2,0,0,1,0.6907723647226924,10,3,1,0.9350162426854148,0.35460488704253557,1.0,6.123233995736766e-17,12938.67,4174.1,8764.57,9354.36,3514.5,5839.86,3956.2,1691.1999999999998,2265.0,11255.19,3777.0,7478.19,1337.0,604.0,8320.155000000004,2918.150000000001,5402.004999999999,7969.54,2721.7375,5247.8025,,,,1070.5,3790.5707245964386,1129.8248610588596,2694.406564997321,8982.470000000001,2482.9000000000005,6499.57,,,9.670156950672645,0.6773410759316119,0.6491893252799638,0.0,0.0,4.0,0,0,0,1,0
2024-03-11,11,22534.65,8596.3,13938.35,3153,4,1,0,4,0.6185296865050045,11,3,1,0.970941817426052,0.23931566428755804,1.0,6.123233995736766e-17,4472.11,1382.8999999999999,3089.21,12938.67,4174.1,8764.57,7031.389999999999,2292.7999999999997,4738.59,143.82,36.0,107.82,469.0,894.0,8449.132500000003,2841.0750000000007,5608.0575,7121.655000000001,2422.475,4699.18,,,,1036.75,3596.3910406812774,1245.9717342299566,2388.714439712777,-2559.2799999999997,-909.8999999999999,-1649.38,,,9.515127659574468,0.6906179369610853,0.6636650372050377,4472.11,0.0,1.0,0,0,0,1,0
2024-03-18,11,13343.26,4351.2,8992.06,1078,2,0,1,3,0.6739027793807509,12,3,1,0.992708874098054,0.120536680255323,1.0,6.123233995736766e-17,22534.65,8596.3,13938.35,4472.11,1382.8999999999999,3089.21,9354.36,3514.5,5839.86,9425.36,2943.6,6481.76,3153.0,1447.0,12324.947500000004,4416.950000000001,7907.9974999999995,9920.508749999999,3492.5125,6427.99625,,,,1601.5,7639.941695721606,3030.171499546956,4640.286392421516,13180.29,5081.799999999999,8098.490000000001,,,7.144784400760939,0.6185022397845191,0.6415731934603808,0.0,22534.65,4.0,0,0,0,1,0
2024-03-25,11,11048.98,4282.799999999999,6766.18,1989,3,1,1,3,0.6123805093320832,13,3,1,1.0,-1.6081226496766364e-16,1.0,6.123233995736766e-17,13343.26,4351.2,8992.06,22534.65,8596.3,13938.35,12938.67,4174.1,8764.57,9651.33,3344.7,6306.629999999999,1078.0,1337.0,13322.172500000004,4626.125000000001,8696.047499999999,10410.24625,3668.4625,6741.78375,,,,1509.25,7378.818035251904,2975.4948208939377,4435.112963088871,404.59000000000015,177.09999999999945,227.48999999999978,,,12.366320667284523,0.6738522780581313,0.6527009614264168,13343.26,13343.26,3.0,0,0,0,1,0
2024-04-01,11,10816.09,3511.0,7305.09,953,2,1,0,3,0.6753910146827551,14,4,2,0.992708874098054,-0.12053668025532288,0.8660254037844387,-0.4999999999999998,11048.98,4282.799999999999,6766.18,13343.26,4351.2,8992.06,4472.11,1382.8999999999999,3089.21,3956.2,1691.1999999999998,2265.0,1989.0,469.0,12849.750000000004,4653.3,8196.449999999999,10584.9525,3785.725,6799.2275,9596.276666666667,3365.5916666666667,6230.685,1672.25,7471.467162759968,2970.4825545130957,4536.223964657604,6576.87,2899.8999999999996,3676.9700000000003,,,5.552251256281407,0.6123250901811588,0.6378188043499404,11048.98,0.0,3.0,0,0,0,1,0
2024-04-08,11,3440.2,1034.1,2406.1,845,2,0,0,3,0.6994070112202779,15,4,2,0.9709418174260521,-0.2393156642875575,0.8660254037844387,-0.4999999999999998,10816.09,3511.0,7305.09,11048.98,4282.799999999999,6766.18,22534.65,8596.3,13938.35,7031.389999999999,2292.7999999999997,4738.59,953.0,3153.0,14435.745000000004,5185.325,9250.42,11442.43875,4013.2,7429.23875,9559.685,3343.4249999999997,6216.259999999999,1793.25,5518.389413542716,2305.676368407611,3265.945231271839,-11718.560000000001,-5085.299999999999,-6633.26,,,11.337620545073376,0.6753285772791019,0.6407552394947751,0.0,0.0,3.0,0,0,0,1,0
2024-04-15,11,7180.900000000001,2127.3,5053.6,708,3,0,0,3,0.7037557966271637,16,4,2,0.9350162426854148,-0.35460488704253545,0.8660254037844387,-0.4999999999999998,3440.2,1034.1,2406.1,10816.09,3511.0,7305.09,13343.26,4351.2,8992.06,9354.36,3514.5,5839.86,845.0,1078.0,9662.132500000003,3294.7750000000005,6367.3575,10993.539999999999,3855.8624999999997,7137.6775,9834.383333333333,3426.6,6407.783333333333,1216.25,4301.8642317750755,1554.523709211281,2805.8882029805895,-9903.060000000001,-3317.1,-6585.959999999999,,,4.066430260047281,0.6992037661280949,0.6589330633725655,0.0,0.0,3.0,0,0,0,1,0
2024-04-22,11,3412.85,960.4,2452.45,343,1,0,0,1,0.7185929648241206,17,4,2,0.8854560256532099,-0.4647231720437685,0.8660254037844387,-0.4999999999999998,7180.900000000001,2127.3,5053.6,3440.2,1034.1,2406.1,11048.98,4282.799999999999,6766.18,12938.67,4174.1,8764.57,708.0,1989.0,8121.542500000003,2738.8000000000006,5382.7425,10721.8575,3682.4624999999996,7039.3949999999995,9647.345,3358.5750000000003,6288.7699999999995,1123.75,3588.4189861867994,1444.5487392262007,2204.3936872586205,-3868.079999999999,-2155.499999999999,-1712.58,,,10.12820874471086,0.7036578064300534,0.6626918234038169,0.0,0.0,3.0,0,0,0,1,0
2024-04-29,11,1344.2,376.0,968.2,188,1,0,0,1,0.7202797202797203,18,4,2,0.8229838658936565,-0.5680647467311557,0.8660254037844387,-0.4999999999999998,3412.85,960.4,2452.45,7180.900000000001,2127.3,5053.6,10816.09,3511.0,7305.09,4472.11,1382.8999999999999,3089.21,343.0,953.0,6212.510000000004,1908.200000000001,4304.31,9531.13,3280.75,6250.38,9127.471666666666,3159.883333333333,5967.588333333333,712.25,3542.810883098486,1194.340585148705,2352.2119218728303,-7403.24,-2550.6,-4852.64,,,9.921075581395348,0.7183824714032544,0.6927340585273054,0.0,0.0,1.0,0,0,0,1,0
2024-05-06,11,15004.58,4727.299999999999,10277.279999999999,1960,4,0,0,5,0.6849428641121577,19,5,2,0.7485107481711013,-0.663122658240795,0.49999999999999994,-0.8660254037844387,1344.2,376.0,968.2,3412.85,960.4,2452.45,3440.2,1034.1,2406.1,22534.65,8596.3,13938.35,188.0,845.0,3844.5375000000035,1124.450000000001,2720.0875,9140.14125,3154.8875,5985.25375,8909.805,3050.2833333333333,5859.521666666667,521.0,2431.244212118484,730.5160390664684,1701.4315915210043,-2096.0,-658.0999999999999,-1437.8999999999999,,,7.112169312169312,0.7197442759440975,0.7073361006101222,0.0,0.0,1.0,0,0,0,1,0
2024-05-13,11,5772.93,2008.8000000000002,3764.13,1388,2,1,0,2,0.6520311176473645,20,5,2,0.6631226582407952,-0.7485107481711012,0.49999999999999994,-0.8660254037844387,15004.58,4727.299999999999,10277.279999999999,1344.2,376.0,968.2,7180.900000000001,2127.3,5053.6,13343.26,4351.2,8992.06,1960.0,708.0,6735.632500000003,2047.750000000001,4687.8825,8198.8825,2671.2625,5527.62,9574.2375,3253.158333333333,6321.079166666667,799.75,6018.919721696413,1929.0234567435102,4090.978288285781,7823.679999999999,2599.999999999999,5223.6799999999985,,,7.651494135645079,0.6848972182348165,0.6958792096793164,15004.58,0.0,5.0,0,0,0,1,0
2024-05-20,11,10281.779999999999,4014.7999999999997,6266.98,1554,3,1,0,3,0.6095228647179769,21,5,2,0.5680647467311558,-0.8229838658936564,0.49999999999999994,-0.8660254037844387,5772.93,2008.8000000000002,3764.13,15004.58,4727.299999999999,10277.279999999999,3412.85,960.4,2452.45,11048.98,4282.799999999999,6766.18,1388.0,343.0,6383.640000000003,2018.125000000001,4365.514999999999,7252.59125,2378.4624999999996,4874.12875,9275.785,3127.683333333333,6148.1016666666665,969.75,6025.366432160044,1928.3043352040368,4103.33995004484,2360.0800000000004,1048.4,1311.6800000000003,,,4.156177105831533,0.6519181909029033,0.6837527252906973,5772.93,0.0,2.0,0,0,0,1,0
2024-05-27,11,2719.02,776.4,1942.62,279,2,0,0,1,0.7144559436855926,22,5,2,0.46472317204376906,-0.8854560256532096,0.49999999999999994,-0.8660254037844387,10281.779999999999,4014.7999999999997,6266.98,5772.93,2008.8000000000002,3764.13,1344.2,376.0,968.2,10816.09,3511.0,7305.09,1554.0,188.0,8100.872500000003,2781.725000000001,5319.147499999999,7156.69125,2344.9624999999996,4811.72875,9054.3775,3114.408333333333,5939.969166666666,1272.5,5873.37138631291,1974.0535173005496,3950.961398135773,8937.579999999998,3638.7999999999997,5298.78,,,6.612077170418005,0.609463588640426,0.6565331039213462,0.0,0.0,3.0,0,0,0,1,0
2024-06-03,11,24302.58,9409.199999999999,14893.380000000001,3035,2,1,0,5,0.6128312302644411,23,6,2,0.35460488704253584,-0.9350162426854147,1.2246467991473532e-16,-1.0,2719.02,776.4,1942.62,10281.779999999999,4014.7999999999997,6266.98,15004.58,4727.299999999999,10277.279999999999,3440.2,1034.1,2406.1,279.0,1960.0,8444.577500000003,2881.8250000000007,5562.752499999999,6144.5575,2003.1374999999998,4141.42,8908.286666666667,3063.8666666666663,5844.420000000001,1295.25,5364.346958579941,1815.1581572505843,3608.4672708818694,-12285.56,-3950.899999999999,-8334.66,,,9.710785714285715,0.714193277990603,0.6586586293240453,2719.02,0.0,1.0,0,0,0,1,0
2024-06-10,11,4032.6900000000005,1978.2,2054.4900000000002,762,2,1,0,2,0.5094589467576233,24,6,2,0.23931566428755768,-0.970941817426052,1.2246467991473532e-16,-1.0,24302.58,9409.199999999999,14893.380000000001,2719.02,776.4,1942.62,5772.93,2008.8000000000002,3764.13,7180.900000000001,2127.3,5053.6,3035.0,1388.0,10769.077500000003,4052.3000000000006,6716.7775,8752.355,3050.0249999999996,5702.33,9055.614166666666,3131.6083333333336,5924.005833333334,1564.0,9542.153222518788,3812.4881167027897,5732.0692403377025,18529.65,7400.399999999999,11129.25,,,8.004802371541503,0.6128060145871513,0.6236517332396168,24302.58,0.0,5.0,0,0,0,1,0
2024-06-17,11,9740.01,3416.8,6323.21,1143,3,1,0,2,0.6491995388095084,25,6,2,0.12053668025532308,-0.992708874098054,1.2246467991473532e-16,-1.0,4032.6900000000005,1978.2,2054.4900000000002,24302.58,9409.199999999999,14893.380000000001,10281.779999999999,4014.7999999999997,6266.98,3412.85,960.4,2452.45,762.0,1554.0,10334.017500000004,4044.6500000000005,6289.3675,8358.82875,3031.3875,5327.44125,8279.733333333332,2933.858333333333,5345.875,1407.5,9879.581338296968,3817.9820756520044,6078.8686877597265,-6249.089999999998,-2036.5999999999997,-4212.49,,,5.285307994757536,0.5093326457908267,0.6085492840239505,4032.6900000000005,0.0,2.0,0,0,0,1,0
2024-07-08,11,3951.7200000000003,1066.0,2885.7200000000003,393,2,0,0,2,0.7302440456307633,28,7,3,-0.23931566428755743,-0.9709418174260521,-0.4999999999999997,-0.8660254037844388,9740.01,3416.8,6323.21,4032.6900000000005,1978.2,2054.4900000000002,2719.02,776.4,1942.62,1344.2,376.0,968.2,1143.0,279.0,10198.575000000004,3895.1500000000005,6303.425,9149.72375,3338.4375,5811.286249999999,8170.6525,2861.691666666667,5308.9608333333335,1304.75,9884.24874451775,3831.225434505256,6078.864675537748,7020.99,2640.4,4380.59,,,8.513994755244756,0.649132892790378,0.618008593495317,0.0,0.0,2.0,0,0,0,1,0
2024-07-15,11,6076.8,2069.6,4007.2000000000003,540,2,1,0,2,0.6594260136914165,29,7,3,-0.3546048870425356,-0.9350162426854148,-0.4999999999999997,-0.8660254037844388,3951.7200000000003,1066.0,2885.7200000000003,9740.01,3416.8,6323.21,24302.58,9409.199999999999,14893.380000000001,15004.58,4727.299999999999,10277.279999999999,393.0,3035.0,10506.750000000004,3967.5500000000006,6539.200000000001,9475.66375,3424.6875,6050.97625,7598.621666666667,2657.9416666666666,4940.679999999999,1333.25,9588.094819462345,3754.6143215160355,5867.97850050032,-20350.86,-8343.199999999999,-12007.66,,,10.029746192893402,0.7300593009370763,0.622321619756846,3951.7200000000003,0.0,2.0,0,0,0,1,0
2024-07-22,11,8090.53,3100.5,4990.03,1204,2,1,0,2,0.6167741791946881,30,7,3,-0.46472317204376806,-0.8854560256532101,-0.4999999999999997,-0.8660254037844388,6076.8,2069.6,4007.2000000000003,3951.7200000000003,1066.0,2885.7200000000003,4032.6900000000005,1978.2,2054.4900000000002,5772.93,2008.8000000000002,3764.13,540.0,762.0,5950.305000000004,2132.650000000001,3817.655,8359.69125,3092.475,5267.21625,7818.338333333333,2744.233333333333,5074.1050000000005,709.5,2711.0547924195644,968.609579070267,1852.114721653969,2044.1099999999997,91.39999999999986,1952.71,,,11.232532347504621,0.6593175162065221,0.6414819942852866,6076.8,0.0,2.0,0,0,0,1,0
2024-08-05,11,3683.88,1360.8,2323.08,486,1,0,0,1,0.6306068601583114,32,8,3,-0.663122658240795,-0.7485107481711013,-0.8660254037844384,-0.5000000000000004,8090.53,3100.5,4990.03,6076.8,2069.6,4007.2000000000003,9740.01,3416.8,6323.21,10281.779999999999,4014.7999999999997,6266.98,1204.0,1143.0,6964.765000000003,2413.225000000001,4551.540000000001,8649.39125,3228.9375,5420.453750000001,7894.140833333334,2825.3333333333335,5068.8075,820.0,2505.7436460063086,1066.5525534012265,1460.861660915917,-1649.4800000000005,-316.3000000000002,-1333.1800000000003,,,6.714132780082988,0.6166979545277592,0.6534156693485925,0.0,0.0,2.0,0,0,0,1,0
2024-08-12,11,14668.23,4465.9,10202.33,1503,3,0,0,4,0.6955392709277125,33,8,3,-0.7485107481711011,-0.6631226582407952,-0.8660254037844384,-0.5000000000000004,3683.88,1360.8,2323.08,8090.53,3100.5,4990.03,3951.7200000000003,1066.0,2885.7200000000003,2719.02,776.4,1942.62,486.0,393.0,5450.732500000004,1899.2250000000008,3551.5075,7824.6537499999995,2897.1875,4927.46625,7916.7266666666665,2858.6999999999994,5058.026666666667,655.75,2059.8784420023753,904.8489095792087,1187.3373229593874,-267.84000000000015,294.79999999999995,-562.6400000000003,,,7.564435318275154,0.6304357265365493,0.6514456642911217,0.0,0.0,1.0,0,0,0,1,0
2024-08-19,11,8974.89,2603.7,6371.1900000000005,1697,2,0,0,4,0.7098905947593788,34,8,3,-0.8229838658936564,-0.5680647467311559,-0.8660254037844384,-0.5000000000000004,14668.23,4465.9,10202.33,3683.88,1360.8,2323.08,6076.8,2069.6,4007.2000000000003,24302.58,9409.199999999999,14893.380000000001,1503.0,540.0,8129.860000000003,2749.2000000000007,5380.66,9318.305,3358.375,5959.93,9027.0625,3199.5249999999996,5827.537499999999,933.25,4716.411864606491,1349.0714460941908,3397.8562464099814,8591.43,2396.2999999999997,6195.129999999999,,,9.7528125,0.6954918560824256,0.6617577968382186,0.0,0.0,4.0,0,0,0,1,0
2024-08-26,11,10384.04,2782.8,7601.240000000001,1279,4,0,0,4,0.7320118181362938,35,8,3,-0.8854560256532096,-0.4647231720437691,-0.8660254037844384,-0.5000000000000004,8974.89,2603.7,6371.1900000000005,14668.23,4465.9,10202.33,8090.53,3100.5,4990.03,4032.6900000000005,1978.2,2054.4900000000002,1697.0,1204.0,8854.382500000003,2882.7250000000004,5971.6575,7402.34375,2507.6875,4894.65625,8524.588333333333,3022.558333333333,5502.03,1222.5,4514.159632204626,1284.2610959224776,3282.982705969119,884.3599999999997,-496.8000000000002,1381.1600000000008,,,5.285565371024735,0.7098115061570497,0.6743534229040923,0.0,0.0,4.0,0,0,0,1,0
2024-09-02,11,8763.48,2720.3,6043.179999999999,863,3,0,0,2,0.6895867851584073,36,9,3,-0.9350162426854147,-0.3546048870425359,-1.0,-1.8369701987210297e-16,10384.04,2782.8,7601.240000000001,8974.89,2603.7,6371.1900000000005,3683.88,1360.8,2323.08,9740.01,3416.8,6323.21,1279.0,486.0,9427.760000000004,2803.3000000000006,6624.46,8196.2625,2608.2625,5588.000000000001,8908.8475,3087.058333333333,5821.7891666666665,1241.25,4530.424775912382,1276.101539847047,3282.340044470404,6700.160000000001,1422.0000000000002,5278.160000000001,,,8.11253125,0.7319413309915032,0.7025801908204258,0.0,0.0,4.0,0,0,0,1,0
2024-09-09,11,3288.1,1129.5,2158.6,251,1,0,0,1,0.6564885496183206,37,9,3,-0.970941817426052,-0.23931566428755774,-1.0,-1.8369701987210297e-16,8763.48,2720.3,6043.179999999999,10384.04,2782.8,7601.240000000001,14668.23,4465.9,10202.33,3951.7200000000003,1066.0,2885.7200000000003,863.0,1503.0,10697.660000000003,3143.175000000001,7554.485000000001,8074.196250000001,2521.2,5552.99625,8782.3225,2979.183333333334,5803.139166666667,1335.5,2743.0379979505637,884.9346694342279,1888.3413386798707,-5904.75,-1745.5999999999995,-4159.150000000001,,,10.142916666666666,0.6895081054437913,0.7061150648772835,0.0,0.0,2.0,0,0,0,1,0
2024-09-16,11,7652.330000000001,2397.1,5255.2300000000005,1321,3,0,0,4,0.6867490032447634,38,9,3,-0.992708874098054,-0.12053668025532357,-1.0,-1.8369701987210297e-16,3288.1,1129.5,2158.6,8763.48,2720.3,6043.179999999999,8974.89,2603.7,6371.1900000000005,6076.8,2069.6,4007.2000000000003,251.0,1697.0,7852.627500000003,2309.0750000000007,5543.5525,7991.243750000001,2529.1375,5462.106250000001,8829.745833333332,3008.6083333333336,5821.137500000001,1022.5,3126.877352838222,789.8781440830049,2354.1872443992916,-5686.789999999999,-1474.1999999999998,-4212.59,,,13.048015873015872,0.6562889544252227,0.7058588531223308,0.0,0.0,1.0,0,0,0,1,0
2024-09-23,11,8704.04,2513.5,6190.54,806,2,0,0,2,0.7112260513508669,39,9,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,7652.330000000001,2397.1,5255.2300000000005,3288.1,1129.5,2158.6,10384.04,2782.8,7601.240000000001,8090.53,3100.5,4990.03,1321.0,1279.0,7521.987500000004,2257.425000000001,5264.5625,8188.1849999999995,2570.075,5618.11,7442.224999999999,2424.266666666667,5017.958333333333,928.5,3037.2926908832146,770.7131043174755,2288.6238293843026,-2731.71,-385.7000000000003,-2346.01,,,5.7884493192133135,0.6866592711930624,0.6997967895068279,0.0,0.0,4.0,0,0,0,1,0
2024-09-30,11,805.1999999999999,297.0,508.19999999999993,330,1,0,0,1,0.6311475409836065,40,9,3,-0.992708874098054,0.1205366802553232,-1.0,-1.8369701987210297e-16,8704.04,2513.5,6190.54,7652.330000000001,2397.1,5255.2300000000005,8763.48,2720.3,6043.179999999999,3683.88,1360.8,2323.08,806.0,863.0,7101.987500000004,2190.100000000001,4911.8875,8264.87375,2496.7,5768.17375,7831.504166666667,2468.875,5362.629166666667,810.25,2593.308329160387,719.588067345951,1880.8908409117407,-59.43999999999869,-206.80000000000018,147.36000000000058,,,10.785675340768279,0.7111443485612932,0.6915241650080332,0.0,0.0,2.0,0,0,0,1,0
2024-10-07,11,10946.68,3394.5,7552.18,1719,3,0,0,4,0.6899059806260894,41,10,4,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,805.1999999999999,297.0,508.19999999999993,8704.04,2513.5,6190.54,3288.1,1129.5,2158.6,14668.23,4465.9,10202.33,330.0,251.0,5112.417500000004,1584.275000000001,3528.1425,7905.03875,2363.725,5541.31375,7086.936666666666,2208.891666666667,4878.045,677.0,3707.2525596582745,1062.7073613339453,2649.9617005582754,-2482.9,-832.5,-1650.4,,,2.4326283987915405,0.6303646737782188,0.6899773976992877,0.0,0.0,1.0,0,0,0,1,0
2024-10-14,11,14036.259999999998,4459.0,9577.259999999998,1800,4,1,0,4,0.6823227839894672,42,10,4,-0.9350162426854148,0.35460488704253557,-0.8660254037844386,0.5000000000000001,10946.68,3394.5,7552.18,805.1999999999999,297.0,508.19999999999993,7652.330000000001,2397.1,5255.2300000000005,8974.89,2603.7,6371.1900000000005,1719.0,1321.0,7027.062500000005,2150.525000000001,4876.5375,7439.845,2229.8,5210.045,7669.849999999999,2402.9333333333334,5266.916666666667,1044.0,4369.522754156642,1313.466001019192,3061.124296794509,3294.3499999999995,997.4000000000001,2296.95,,,6.3643488372093024,0.6898429621618462,0.6938665528372858,10946.68,0.0,4.0,0,0,0,1,0
2024-10-21,11,4356.9400000000005,1591.8,2765.14,844,2,0,0,2,0.6346518428071076,43,10,4,-0.8854560256532101,0.464723172043768,-0.8660254037844386,0.5000000000000001,14036.259999999998,4459.0,9577.259999999998,10946.68,3394.5,7552.18,8704.04,2513.5,6190.54,10384.04,2782.8,7601.240000000001,1800.0,806.0,8623.045000000004,2666.000000000001,5957.045,8072.516250000001,2461.7124999999996,5610.80375,8333.138333333332,2602.0499999999997,5731.088333333333,1163.75,5651.76777311024,1768.3305215183448,3889.9376200440515,5332.2199999999975,1945.5,3386.7199999999984,,,7.793592448639644,0.6822741760144073,0.6907483669206269,0.0,0.0,4.0,0,0,0,1,0
2024-10-28,11,10246.05,3165.9,7080.150000000001,1378,3,0,0,4,0.6910126341370578,44,10,4,-0.822983865893657,0.5680647467311548,-0.8660254037844386,0.5000000000000001,4356.9400000000005,1591.8,2765.14,14036.259999999998,4459.0,9577.259999999998,805.1999999999999,297.0,508.19999999999993,8763.48,2720.3,6043.179999999999,844.0,330.0,7536.270000000004,2435.5750000000007,5100.695,7319.12875,2312.8375,5006.291249999999,8022.005833333333,2476.3250000000003,5545.680833333333,1173.25,6035.898413161119,1852.8577178240132,4187.092881204571,3551.7400000000007,1294.8,2256.94,,,5.15614201183432,0.6345062116504586,0.6767297708586792,0.0,0.0,2.0,0,0,0,1,0
2024-11-04,11,8760.82,2743.2,6017.62,1268,2,0,1,3,0.6868786255167896,45,11,4,-0.7485107481711011,0.6631226582407952,-0.5000000000000004,0.8660254037844384,10246.05,3165.9,7080.150000000001,4356.9400000000005,1591.8,2765.14,10946.68,3394.5,7552.18,3288.1,1129.5,2158.6,1378.0,1719.0,9896.482500000004,3152.800000000001,6743.682499999999,7504.450000000001,2368.5375,5135.912499999999,8568.853333333334,2626.7499999999995,5942.103333333333,1435.25,4043.488637504215,1183.4229928474433,2865.00962528208,-700.630000000001,-228.5999999999999,-472.02999999999975,,,7.430058013052936,0.6909451988621116,0.6813533138351088,0.0,10246.05,4.0,0,0,0,1,0
2024-11-11,11,8253.83,2939.0,5314.83,1016,3,1,0,1,0.6439228818621173,46,11,4,-0.6631226582407955,0.7485107481711007,-0.5000000000000004,0.8660254037844384,8760.82,2743.2,6017.62,10246.05,3165.9,7080.150000000001,14036.259999999998,4459.0,9577.259999999998,7652.330000000001,2397.1,5255.2300000000005,1268.0,1800.0,9350.017500000004,2989.975000000001,6360.0425,8188.54,2570.25,5618.29,8076.569166666667,2483.1916666666666,5593.3775,1322.5,4001.7379401487233,1183.8884079591296,2823.0964328125547,-5275.439999999999,-1715.8000000000002,-3559.6399999999985,,,6.903719464144996,0.6868002310022348,0.6801444334800996,8760.82,0.0,3.0,0,0,0,1,0
